47947,2736.4,1648.4,1169.7,0.0034774,0.0014123
37910,5800.9,2054.3,2538.4,0.058916,0.018919
30855,4235.1,1296.2,2842.9,0.019055,0.0049801
29855,5288.8,1321.2,1772.5,0.041145,0.010405
36395,3824.9,1663.3,1026.9,0.012242,0.0037742
44118,3300.3,2666,2883.5,0.0075306,0.0028142
37068,3935.3,1862.9,2646.9,0.014076,0.0044197
37632,4913.1,1753.1,2707.5,0.03062,0.0097606
25008,4458.3,1185.2,1958,0.023359,0.0049482
41657,4008.6,1463.9,2159.5,0.01446,0.0051023
39711,4514.1,2732.7,2531.3,0.02255,0.0075853
21774,2338.1,2540.5,2721.2,0.0043645,0.000805
48605,5935.9,1421,2616.2,0.061814,0.02545
49908,5476,2171.7,1706.6,0.043467,0.018376
47793,4003.8,1304.2,1544.4,0.013925,0.0056372
43049,2551,1481.1,2087.4,0.003243,0.0011826
42173,3564.4,2607.3,1745.8,0.0094307,0.003369
43345,5519.8,1424.6,1164.3,0.04582,0.016823
43039,3912.1,2833.9,1973.9,0.012947,0.0047202
26125,3340.7,1099.1,1779.6,0.0086771,0.0019202
22888,5049.9,2206.5,2777.4,0.03866,0.0074951
21761,3617,2578.4,1388.6,0.011859,0.0021859
24412,3067.2,2309.5,2797.7,0.0075022,0.0015514
38692,4412.6,1259.7,1629.8,0.020544,0.0067333
41434,5127,1940.2,2212.9,0.036059,0.012655
31668,4431.5,1541.4,2898.2,0.022368,0.0060003
28899,4935.3,2250,1645.9,0.032011,0.0078361
29321,4336.3,1633.6,2581.9,0.021582,0.0053603
37648,4809.8,2976.5,2986.6,0.028868,0.009206
42870,5261.2,2557.8,1155.7,0.039321,0.014279
39951,4247.1,2408.8,1854,0.017681,0.0059835
33946,2142.9,2811.8,2951.6,0.0028786,0.00082772
33628,5815.5,2931,1407.4,0.056573,0.016115
34100,5542.8,1454.8,1594.5,0.048161,0.013911
42334,4668.2,1006.3,1801.5,0.024554,0.0088052
22037,2632.4,1247.3,1239.8,0.004545,0.0008484
39854,4609,2817.4,2895.4,0.024798,0.0083714
21847,5060.8,2851,1635.4,0.037431,0.006927
40525,3399.8,2984.8,2885.2,0.0085504,0.0029351
26466,5913.4,2284.1,2265.7,0.063854,0.014315
44383,3293.6,2265,2623.3,0.0073483,0.0027626
49536,5326.2,2973.9,2674.7,0.039436,0.016547
38453,4824,2781,2191,0.028923,0.0094209
35545,2925.1,1653.1,2730.3,0.0054617,0.0016445
31386,2335.7,2079.3,2873.8,0.0035405,0.00094127
27975,5099.4,1822.9,1274.6,0.03681,0.0087228
27146,2180.8,2215.7,2750,0.0033174,0.00076283
39209,2225.8,2573.8,1752.9,0.0022904,0.00076071
27794,2575,1133.5,2723.9,0.0045482,0.0010708
36742,2893.6,2368.1,1780.8,0.0047589,0.0014811
23816,4758.6,2863.5,2035.1,0.031576,0.0063701
40061,2445.8,1857.2,1269.4,0.0026784,0.00090889
24914,3910.2,2848.5,2708.9,0.01577,0.003328
41399,2495.5,1772,1685.4,0.0029338,0.0010288
36052,5977.3,1890.1,1946.8,0.062384,0.019051
25585,2134.1,2956.5,1475.5,0.0024912,0.00053988
41038,5777.7,2513.7,1868.3,0.055772,0.019387
49291,4265,1850.2,1669,0.017492,0.0073034
31145,5439.4,1778.4,1415,0.044887,0.011842
41586,3718.7,2194.7,2221.8,0.011051,0.0038929
30457,3056.4,2575.6,2170.4,0.0063206,0.0016307
